icon,homepage,ID,comment_link,time,comment,like
,https://www.youtube.com/@aressong3806,@aressong3806,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugwg1jF5XEeRdAzwCox4AaABAg,6天前,"China is bigger than US & got all kinds of geography and weather (rain forest, tropical islands, deserts, etc). China is very advanced, super safe and clean. I was shocked that China actually Got over 45000 mosques, 25000 churches and 34000 temples(Im Catholic). I own & run biz in US,Canada & China, so I do visit China often. We don’t see any real news from China in US&Canada. Our govs are the biggest anti China propaganda for real .So I recommend just Don’t let propaganda stop you, go visit China to see  this beautiful country yourself!",148
,https://www.youtube.com/@gokublack2929,@gokublack2929,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugyxk-8hiNPdswz0AYR4AaABAg,7天前,Suit translated guy was the best translator,503
,https://www.youtube.com/@XdYc-zz9ky,@XdYc-zz9ky,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugybc3kIN3wS_xgG2Dh4AaABAg,7天前,"Speed was very lucky. Today the sandstorm from Mongolia just hit Beijing, and we felt the weather like the end of the world on the Great Wall.",101
,https://www.youtube.com/@GOVR,@GOVR,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugzgm1a2BJ9ndqZMbc14AaABAg,4天前,Chinese people are wonderful people.,2
,https://www.youtube.com/@RioReal-c2w,@RioReal-c2w,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgyYOysx4z0MR91ep0h4AaABAg,7天前,TAKE THE suit guy with you! he is the GOAT translator,72
,https://www.youtube.com/@starstar669,@starstar669,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugz5G9iaDspS11CHKgp4AaABAg&pp=0gcJCSMANpG00pGi,7天前,"I feel that YouTube has imposed restrictions on the promotion and the number of viewers for Speed's live streams. just Limit the number of viewers to within 100,000..because this is real China.",93
https://yt3.ggpht.com/ytc/AIdro_nJZwD9apPkkAVd_f8tV2zitpAVLBSGXHaYK0s0HLQFfQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@%E6%B2%B3%E8%B0%B7%E9%95%BF%E9%A3%8E,@河谷长风,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgxmMo2vhzI6TfdNqmt4AaABAg,7天前,You know why Forbidden City has no trees and shrub？Because asasin has nowhere to hide if they try to assassination of the Emperor,66
https://yt3.ggpht.com/8SuQ6SOOGdLV3Qm6-pWZgLAqyH59COEoMUj6Vn5lh0CTd-VMbWaFrwgyrVJ6h3Y65Hq7WyUn=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@riodaboss6991,@riodaboss6991,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgzGDukZxwH-sP4ZJZR4AaABAg,1天前,Him wearing this suit like this driving me crazy,1
https://yt3.ggpht.com/ytc/AIdro_lUGgVqYFBvLSexvDPzPhKpGJGhujGF-4zbX-JOubjR_w=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@BigPlateChicken,@BigPlateChicken,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgyXgnwCk46S_ELkC-l4AaABAg,6天前,What is the point to hire a translator while the suit guy is the best translator and free.,45
https://yt3.ggpht.com/ytc/AIdro_lqtzRamdBMqHrmh1XnSZzB2FY0fAXvu7fO0Q0HgzV59LM=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@yane2478,@yane2478,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwUzofuoTgrHIvG6ll4AaABAg,7天前,props to suit guy for being able to keep up with speed the real translator couldn't,74
,https://www.youtube.com/@kiilee5963,@kiilee5963,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwafNNMlXijyEZav7d4AaABAg,7天前,He said green apples in chinese at the end LOL,188
,https://www.youtube.com/@overcomer5574,@overcomer5574,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugy6hacx-bQfMuD4RgF4AaABAg,1天前,Ok he didn't even play Tyla long enough to hear the chorus! You killed me with that bro! That was the song!,1
,https://www.youtube.com/@johnan06,@johnan06,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugwq_75RFBfgAFJvKpp4AaABAg,7天前,Dont get why people are saying L suit guy when his probably the few ones thats is actually good at translating and coordinating the plans with speeds team last minute,62
,https://www.youtube.com/@Nayem-c4u,@Nayem-c4u,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgynDizP9kr8H7FjSX94AaABAg,7天前,This is the best stream in 2025,92
,https://www.youtube.com/@EmoCatOnEarth,@EmoCatOnEarth,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgzAlmgMu9R5BxU5_j94AaABAg,7天前,"Eating KFC in the Great Wall, this brother must be true love.",70
,https://www.youtube.com/@jackLee-w1n,@jackLee-w1n,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugzum_c_QV7eV2dkAM94AaABAg,4天前,"the barber's actual meaning was completely different from what the translator said. The barber meant they hadn't done a similar hairstyle before and didn't know how to do it, but your translator directly translated it as 'your hair is too dirty and messy.' This translation is absolute garbage.""",1
,https://www.youtube.com/@Mstne9X,@Mstne9X,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgxNz7fi3f2EWQLFK094AaABAg,7天前,A shoutout to Rudiger. Bro had a marker on him the whole time making sure the fans could get the autograph,78
,https://www.youtube.com/@Polan-c300,@Polan-c300,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgxuuAP9jgMD6D5KP6N4AaABAg,7天前,The amount of effort they put in the stream is crazy people just see him live and they think that's it w stream and this 6 hour stream he should keep up with em,54
,https://www.youtube.com/@cristiannegrete8127,@cristiannegrete8127,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgzwA9d_F8R8qKywadF4AaABAg,7天前,These China streams have been great  can’t wait for the next streams,84
,https://www.youtube.com/@RozaAlawi,@RozaAlawi,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgzDrfjNTPjpByf9zwt4AaABAg,5天前,"What a beautiful video of China - just a note and I wish speed or his team read the comments, your bodyguard are rude and disrespectful u can't just push people and shout at them. They doing great protecting u but u might advise them to be nice and respectful when traveling to different countries",15
,https://www.youtube.com/@chinavalley7230,@chinavalley7230,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwGWZpcbrQ2LxQ1AYl4AaABAg,5天前（修改过）,"China is currently in the spring season transition these two days. The strong northeast monsoon from the Mongolian Plateau has brought widespread sandstorms, so the sky isn't very blue",19
,https://www.youtube.com/@binlin-t3m,@binlin-t3m,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugx2eqpZQ5ZMZmb1UlF4AaABAg,7天前,"2:12:38 Sorry, my Black friend, we Chinese do tend to use ""那个 (nei ge)"" when we speak.",178
,https://www.youtube.com/@Big_Ape55,@Big_Ape55,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugypms8Yx_xMpRnfLrd4AaABAg,6天前（修改过）,"China is so fucking clean, Vibrant and full of hospitality and welcoming.",107
,https://www.youtube.com/@JJSM-cz7sm,@JJSM-cz7sm,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwE46r5B4zeHQAuaRt4AaABAg&pp=0gcJCSMANpG00pGi,4天前（修改过）,When you have the suit translator as a friend you don’t need enemies. I speak mandarin and lives in the states that guy is full of shit,8
,https://www.youtube.com/@CrankrRankr,@CrankrRankr,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugw0AVToYahhu9TygQR4AaABAg,7天前,I thought I was the only one who thought china had better internet coverage,20
,https://www.youtube.com/@ghostartarus171,@ghostartarus171,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgyN_5lk62ActmPKFct4AaABAg,7天前,"Speed promoted unity between China and the United States, I hope he can become ambassador to China.",35
https://yt3.ggpht.com/ytc/AIdro_lmwZYaZQ9CfL4ZvLdvYdvqQLg-pwP_8D_JyVpnn2A=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@fanhuki6513,@fanhuki6513,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugy6yfF_IcM6heRa_FR4AaABAg,7天前,"Suit guy was way better than pink hair guy. Also,  his energy levels matched Speed's. Looking forward to more cooperation in future.",57
https://yt3.ggpht.com/OCtlCgS5x-2L5kFp7SJ9UHg7hRTtFesqwlS07SBx91leYPjcvxPOlRFPjp6sZZIFHIWXVZ9PSQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Gary_cn,@Gary_cn,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgyHtf7kyu3Z9oMzfP14AaABAg,2天前（修改过）,The barber was saying he can’t do the haircut just because he cannot do the braiding after the haircut. That’s too difficult for him,
https://yt3.ggpht.com/aoyKJIZ4IDSvr1PfFipXYLbXYM67lr3NemcVwm1isFODoW1pM2GF8IA57p_VH2acSOL-xnZmnP0=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Theannoyingone0811,@Theannoyingone0811,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugz6qpnVOqySTCy1ru14AaABAg,7天前,Welcome to China speed! Hope you enjoy this journey man!,39
https://yt3.ggpht.com/XBSAY3x1UegomGe7XFU6YzYTyK6ATRnpmzMx2jM3LkZklAFFJfpYNJ8pnkDDXNs1DaTCNPVd=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@godofmischievousness,@godofmischievousness,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwPy_iBf6Ues9CMsk94AaABAg,5天前,"2:35:45 you broke her heart, speed.",43
https://yt3.ggpht.com/eIPirrRqhBCM-aoE5oUf6xhEmdkZ-EJLyGAZcBtjZ-NaPjbvutAUXDqPoxw-GDn6Fruh5aJh=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@lilithliu6429,@lilithliu6429,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugy55ThSoAwB4nh4Jkt4AaABAg,7天前,Internet speed in China is crazy good tho,108
,https://www.youtube.com/@SusanJackson-g8i,@SusanJackson-g8i,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwMKbmofaiAABAHlGp4AaABAg&pp=0gcJCSMANpG00pGi,1天前,"I am glad that more and more Westerners are visiting China and seeing China with their own eyes
There are several reasons why Western governments do not want their citizens to visit China
Firstly Take a look at all the super infrastructure in China
Secondly How does China keep public areas so clean, green, and organized
Thirdly Why is China so safe for foreigners
Fourth Chinese people are super friendly to foreigners and treat foreigners as guests
Fifth China's public transportation is super good and cheap
If people from Western countries visit China and see all of this, they will realize how useless and incompetent their government is compared to the Chinese government
They have paid so many taxes, but their useless and incompetent government cannot provide the same infrastructure, services, cleanliness, and safety for the people as China does
Therefore, the Chinese pay little tax, or some people do not pay at all
That's why their government keeps lying to them, saying how bad China is, how underdeveloped China is, and that the government doesn't want people to see the real China and make comparisons",1
,https://www.youtube.com/@StreamerTea,@StreamerTea,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgzHG1rbsG7kBMg7p6x4AaABAg,7天前,"For those wondering, the ""Suit Guy's"" name is Miles Moretti",104
,https://www.youtube.com/@jiji7250,@jiji7250,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgyKEqZZWz8Vzf3lLyN4AaABAg,6天前,the fancy suit guy was the perfect duo to be paired with speed with his sarcastic mannerisms lmao.,33
,https://www.youtube.com/@whoruntheworldxd,@whoruntheworldxd,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugx3sKbkEwR7yIpOrCd4AaABAg,7天前,"W China 
W Chinese fans
From Türkiye 🇹🇷",228
,https://www.youtube.com/@trottayyy250,@trottayyy250,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgzTy9wUt10nZxxY0ex4AaABAg,2天前,The bees are harassing him because he’s dressed like a flower,3
,https://www.youtube.com/@zendosaftw,@zendosaftw,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgzcxW2r08JrNoDs_Nd4AaABAg,7天前,Suit guy has been the best translator by far,215
,https://www.youtube.com/@Mahu-v3r,@Mahu-v3r,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgxNhdPdnlVwnUxzRX94AaABAg,7天前,"China is a land of exceptional warmth and hospitality, especially toward friends from abroad. We were raised with the teaching from the *Analects of Confucius*: 'Is it not a joy to have friends coming from afar?' Hospitality is deeply rooted in our traditions. Over the past two decades, our nation has undergone earth-shaking transformations. While I might not have made such a claim thirty years ago, today I firmly believe China stands as one of the safest countries in the world. Thank you for coming to China and helping dispel myths for international friends, allowing them to see the real China. Thank you!",53
,https://www.youtube.com/@SleepyAlexO_o,@SleepyAlexO_o,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugw9pN3jfwrAPTKpGaJ4AaABAg,7天前,"six hours stream is crazy, can’t believe he stay energetic all the wayChina is so much more than speed is showing, we always welcome friendly foreigners to visit, promise it will nothing like any other country you been before!️🫶世界人民大团结万岁！",150
,https://www.youtube.com/@teddygamerboy9225,@teddygamerboy9225,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwB1uQzMhw5LVZuWtN4AaABAg,2天前,The suit guy doesn't understand that half the world knows him. He was just at the wrong places but when he was gonna go to the great wall of china people finally recognized him. But it have been more,1
,https://www.youtube.com/@aanifshabir8009,@aanifshabir8009,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwtwL3RYr-7eA0n4bx4AaABAg,7天前,"How has china devolped so much, like govt in india comparing to china, from seeing these china streams india is living in stone age",34
,https://www.youtube.com/@whoruntheworldxd,@whoruntheworldxd,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugwy3EQovVsnyUGzanF4AaABAg,6天前,"If YouTube was legal, we couldn't even imagine his fan base in China. Because speed has a universal sense of humor. He's a superstar and yet he's humble and very confident. That's why I admire him.",59
,https://www.youtube.com/@KingSlayer-d5y,@KingSlayer-d5y,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgzA-vD1CVs-UiUfMm14AaABAg,7天前,I like the chemistry between speed and his security they seem to have his best intrests  at heart and genuinely care for him and his safety not just a pay check,14
,https://www.youtube.com/@%E6%A2%A6%E5%A2%9E,@梦增,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgzrxlwqrYVOGndc8Dx4AaABAg,2天前,"Li Meiyue in the live broadcast is a mixed race between the United States and Vietnam, so he is not Chinese, his words and deeds have nothing to do with our China, there is an old saying in China that ""not my race, its heart must be different"".",2
,https://www.youtube.com/@StreamerTea,@StreamerTea,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgzzH82084WwgFrdKHl4AaABAg,7天前,This is why Speed is loved globally. He's a historical figure for Streamers,71
,https://www.youtube.com/@KJchen-r9g,@KJchen-r9g,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugzc0KHqnNjxWiIXHw94AaABAg,7天前,北京期比上海好太多了 少了那个该死的粉毛翻译希望speed在中国玩的愉快,86
https://yt3.ggpht.com/bqiR8rf7e7lAaGCZ2wz6kMAChvpKvVkY-00OOQb_jEXQu_Fgd_qgL-WIIhSTx3fYXPceHdbT=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Gt_mindfeed,@Gt_mindfeed,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgzYB-ipWXxBBibHTKJ4AaABAg,7天前（修改过）,"Now in world,China is no. 1 in technology",110
https://yt3.ggpht.com/iShBuckkuDy6eM09QP6HmgxuwdR8jWIrHAPA5PNq72geGNBd33lBi7JGhyN0o6FoxR3se__H=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@owenngonsalves,@owenngonsalves,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgxMI0wq5Z12C4zIuRd4AaABAg&pp=0gcJCSMANpG00pGi,5天前,2:36:05 Speed didn't ignore her. The security pushed her. Speed said 'where did she go',12
https://yt3.ggpht.com/7oIfxhrhjv9sNYRVfqbUULpxxHOe7SAhqxFT4jT4xnSPv-COmkN1FRQPe0uwcEDyDJ2-PCCGhQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Richaro91,@Richaro91,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgyYtdZH-NJLwLo1DXh4AaABAg,6天前,我担心的是评论区的夸奖会造成捧杀的结果…要知道中国是世界上第一人口大国，总有14亿人民，希望国外的朋友能宽容的看待，因为庞大的人口基础，你很难要求你遇到的全部都是善良热情的好人，肯定也会有一些素质低下性格偏执的，希望不要因此影响你对中国的看法,142
https://yt3.ggpht.com/ytc/AIdro_m5kI5M60htH_oHthLvcLzc9xu1E9efEpdZFzjLY97X1x8=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Darkraz,@Darkraz,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugx_YDeuaRuJ6b4XaBZ4AaABAg,7天前,As someone who lives in China this makes me so happy to see,23
,https://www.youtube.com/@cherrytree2828,@cherrytree2828,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwRsJHP2ua5eNfNAD14AaABAg,7天前,Poor girl got pushed out of the way while she got him a drink,48
,https://www.youtube.com/@User-h6g-y5k,@User-h6g-y5k,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugx1k_HGNTzU1b03uSR4AaABAg,3天前,I have never been to China. Thank you for showing me the real China. We've been deceived by the media all along. Love from 🇬🇧,3
,https://www.youtube.com/@brooksl445,@brooksl445,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwR3CPUg4mmPCUtooh4AaABAg&pp=0gcJCSMANpG00pGi,6天前,"The Suit Guy is the content creator Miles Moretti, a Chinese-American TikTok star most popular for his traditional Chinese outfits and floral attire. Insane collab, super cool",84
,https://www.youtube.com/@Vector-ig5ms,@Vector-ig5ms,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugy_C9Nnirn9m-886V94AaABAg,7天前,"Chinese: Messi or Ronaldo? 
Speed: I'm tired rn bro and you talking bout Messi",23
,https://www.youtube.com/@andy-o5o2q,@andy-o5o2q,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgxIwcXtKAFtllaPTY54AaABAg,5天前,"This live broadcast of your trip to China has shown many people who were unfamiliar with China the true face of this country. China is a beautiful land, home to hospitable people, well-developed infrastructure, and a rich variety of delicious cuisine. China welcomes you, as well as all peace-loving and kind-hearted friends, to visit and explore this magnificent country.",24
,https://www.youtube.com/@h2j527,@h2j527,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugw5dXCDzTXF1HL58kF4AaABAg,2天前,The calmest speed's stream ever,
,https://www.youtube.com/@4ourofclubs,@4ourofclubs,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgytSUWJg9QhzOkLotd4AaABAg,7天前,"Honestly speed coming here and shedding the spotlight on China, helps to show the world that this country isn't exactly the terrible place it's often made out to be. W speed for giving it a shot!",34
,https://www.youtube.com/@fransmadasyn,@fransmadasyn,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgycDLyCV68cE0PQho94AaABAg,7天前,"The suit guy pretended to tell the driver we were going to the Temple of Heaven, but we were actually going to the train station.",24
,https://www.youtube.com/@PeterGao-t6b,@PeterGao-t6b,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwplhMDwzb-5XLQ0zt4AaABAg,7天前,so funny speed thought he was gonna take a plane the whole time only to find out it's a train,147
,https://www.youtube.com/@Angela-o4y,@Angela-o4y,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgyvYHo8RMPOn-tegld4AaABAg,2天前,"It is good that people know to keep a distance, to be respectful.",3
,https://www.youtube.com/@willv88,@willv88,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgxHy1zX1eUqxcjhjNZ4AaABAg,7天前（修改过）,"5:54:37 To the security guard, please don't rush the tourists in a public area. You guys did not reserve that place - and this ain't the US.",291
,https://www.youtube.com/@Try-Zhong,@Try-Zhong,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugwp0OpOArBxTs_xbER4AaABAg,6天前,这个黑人小伙子非常有礼貌，而且精力十足，他的直播向世界展示更真实的中国，这有利于各国人民的交流，消除隔阂,65
,https://www.youtube.com/@StreamerTea,@StreamerTea,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgzHELrS4kOd-9FXLcZ4AaABAg,7天前,1:04:24 Speed learning the Chinese Emperor had 3000 Wives,125
,https://www.youtube.com/@fionazhang6142,@fionazhang6142,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgzISjKvLYlqYfJFBfN4AaABAg,2天前,I’m so happy to see people not focus on the very few bad sides but instead the majority beauty of the Chinese culture! Thanks speed!,1
,https://www.youtube.com/@groot-z3d,@groot-z3d,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgznrTDdcs1Ka63mP4B4AaABAg,7天前,2:12:52 这里车外大爷也说了句“那个”笑死我了,40
,https://www.youtube.com/@%E9%99%88%E6%99%BA-t1t,@陈智-t1t,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwHzMlGzPdjlPZLZRF4AaABAg,7天前,小伙子，体力真好，咱们西安再见🇨🇳,150
https://yt3.ggpht.com/tt6pTsDUDJgHWwUhDmNcMsE7lXf7UgSxUsmB81EP7NJOEChJAv4EUZ0F5orVn1wGp8NhJLq3lw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@friendiyhub,@friendiyhub,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwNrUC588E_FKMs-Ep4AaABAg,7天前,This will go down as speeds most legendary stream,93
https://yt3.ggpht.com/ytc/AIdro_nzf_38osY0eh7aPQbfKu6wRof-DTAs7pSaNm9ZMqGPUJFfWyS5SFzzSHFBOz2qGsV8gw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@ABC-bangkok,@ABC-bangkok,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugy1VYSgRBoR5wDLZnN4AaABAg,3天前,ishowspeed was badly screwed by translation during China trip,1
https://yt3.ggpht.com/ytc/AIdro_m6a2YyxrIgE3TtCRD1XMhdV6vBUu_-MVHDj6e8A_HZ9Bc=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@yuandora1064,@yuandora1064,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugx2KHrrs_Ya_uaUlFN4AaABAg,7天前,"Love that speed shows the real china to us, can't wait to see him in Chongqing and Chengdu, THAT'D BE A BANAGER FOR SURE",56
https://yt3.ggpht.com/4HFZoy1dRp_5E61mNr6ylWtXrSyhlzSg7E2BZtaPRqNEhawZfqhFVM9iX9QNAVdV09MgANHrcco=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@cloudwithwind574,@cloudwithwind574,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugxin9rhIoZ0HLf-lht4AaABAg,7天前,"unfortunately, there is sandstorm in Northwest China today, which affects the experience of outdoor travel!",58
https://yt3.ggpht.com/ytc/AIdro_nbtj4IX8rwfY-BYW9qVrASsvFBezuowB_2uCdjeOfAOA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@SarannyLexDCI,@SarannyLexDCI,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgyY-bjgmhyGnBASBzx4AaABAg,7天前,Suit translation > Original Translation,43
,https://www.youtube.com/@PickelsWorld,@PickelsWorld,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwzgqJzgEahN3HG7514AaABAg,3天前,Lowkey this probably the chillest stream I’ve seen from the other ones,
,https://www.youtube.com/@user-lf3mn3mo8l,@user-lf3mn3mo8l,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwD0JwiLe-TUPe-yUl4AaABAg,5天前,"Living in China, I have experienced the strength of our motherland. I feel a strong sense of national pride. China is very safe. Western media have smeared China for so long. I'm very grateful that Sdeep can come to China to promote China and show the real China to people all over the world. I hope everyone can come to China and have a look. You will fall in love with this country.",41
,https://www.youtube.com/@MYSwatchyt,@MYSwatchyt,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgyAiPKf3AlPEK1_JBp4AaABAg,7天前,2 6 hour irl streams in a row,211
,https://www.youtube.com/@HasnaaAlaa,@HasnaaAlaa,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgzQzG3-_OFadNsS8dR4AaABAg,7天前,Speed looks so good in that chinese suit,24
,https://www.youtube.com/@HKX-y8g,@HKX-y8g,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgxbzYAxaf1r_VG7-254AaABAg,1小时前（修改过）,"Li Mei Yue's nationality is American. He was born in the United States and is of mixed American-Vietnamese descent. His parents are Chinese of Vietnamese origin, his grandfather is from Guangdong, China, and his maternal grandfather is an American of British descent. His Vietnamese name is Le Mỹ Việt. Although he has developed in China and has deep ties with China, he has not changed his American nationality. He has repeatedly misinterpreted the meaning of passers-by and made jokes at the blogger's expense!!(the man wearing a red flowered suit like the blogger) Suggest a different translation !!
BTW ,Welcome to China,have fun!",
,https://www.youtube.com/@aafg3559,@aafg3559,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgyAAjdE7ogTBAZ0Lh94AaABAg,7天前,他一直吃，保鏢在旁邊都要餓死了,16
,https://www.youtube.com/@wzTunTun,@wzTunTun,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgxWPNHzRo8iHq67J6Z4AaABAg,7天前,"In fact, you don't have to take selfies at all, you just need to take screenshots in the live video.",22
,https://www.youtube.com/@coldjason,@coldjason,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgyZ49fkuhNDRj6yPK14AaABAg,7天前,"Interestingly, Koreans say that their Gyeongbok Palace is better than the Forbidden City. Hahahaha, one is a palace with 10,000 rooms and the other is a tile house.",258
,https://www.youtube.com/@izzing7,@izzing7,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgzgzNB-MLIS0Gv2MlR4AaABAg,41分钟前,What on earth is this tour guide lady talking about,
,https://www.youtube.com/@Thatsnot_Her,@Thatsnot_Her,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwkbaJ52AGN3qlFiGV4AaABAg,5天前,2:36:08 Ayoo Speed why did you ignore that girl like that you're better than that man.,42
,https://www.youtube.com/@usernotevil,@usernotevil,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugz0RcXzSkCvWBfLMoB4AaABAg,7天前,That suit guy was a better translator than your actual translator lmao,287
,https://www.youtube.com/@OPMCorbin,@OPMCorbin,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwQMvIJeNxfJG0o36Z4AaABAg&pp=0gcJCSMANpG00pGi,7天前,Am I the only one who thought the stream was going to be longer when he said he was walking the great wall of china,18
,https://www.youtube.com/@zz-ww6fv,@zz-ww6fv,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugzf93MIb7AEVeIwKJt4AaABAg,7天前,你好speed，不要因为youtube直播人数少而沮丧，中国有很多人看你直播希望你在中国玩的开心，你的保镖也可以放松了,41
,https://www.youtube.com/@waterisbased,@waterisbased,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgzokPyJy2YQEvN5yoh4AaABAg,3天前,Seeing China's economic improvement over the years is insane!,2
,https://www.youtube.com/@lulushen4451,@lulushen4451,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwWQSVHG8k4Kh5KdSN4AaABAg,1天前,The translator lied.  The hairdresser said "It was not easy to cut".  He did not say "Raggedy" at all !,1
