Title,Image,Range_URL,Range,Range_URL1,Range2,Range3,Range4
"When Apple enters phone business. ""A computer company can't just walk in and know how to make phones"". When Apple enters bank payment business. ""A phone company can't just walk in and know how to be a bank"".",,https://www.youtube.com/@maestrovso,"
              @maestrovso
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgxVBxn8qj-uCy_zkap4AaABAg,"
            1年前
          ","
     
  ",
"Paze will be like Zelle, forgotten about a year or two after launch.",,https://www.youtube.com/@2343br,"
              @2343br
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgxdoLgGIpFYJD0zCpV4AaABAg,"
            1年前（修改过）
          ","
    1
  ",
"I feel like the story is way different in Europe. Contactless payment is a normal thing and has been around for I'd say at least 15 years. When phones got NFC as a standard feature tech companies like Google and Apple added a wallet feature to your phone so you could digitalize your cards. Now banks have gone so far here that they'd rather let you create purely digital cards that are meant to be kept in Google/Apple wallets. As long as there are at least two competitors on the Wallet apps, I think it's fine. Google and Apple are clearly capitalizing on monopolies, but digital wallets have now become a necessity. I barely know anyone who actually uses physical cards anymore.",,https://www.youtube.com/@frederikbang8019,"
              @frederikbang8019
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgxIVVihJgwC21cJkl14AaABAg,"
            10个月前（修改过）
          ","
     
  ",
Lolll India is generations ahead of the world regarding online payments. 🇮🇳🇮🇳,,https://www.youtube.com/@niranjananand3257,"
              @niranjananand3257
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgyamWJIcOMdOGlRBtx4AaABAg,"
            2年前
          ","
    1
  ",
This war is already settled in India. US current digital banking system is what Indian banking system was 10years back.,,https://www.youtube.com/@Parthgrg,"
              @Parthgrg
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgyTnKaJ8z6cz3sR_fl4AaABAg,"
            2年前（修改过）
          ","
     
  ",
I’m about to do monthly payments on a Lamborghini soon soon,,https://www.youtube.com/@parodoxicalization,"
              @parodoxicalization
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugy_96oidC73g5kWPQd4AaABAg,"
            2年前
          ","
    1
  ",
I trust Apple far more than any bank and the fact that Apple gets some small fee every time I use Apple Pay honestly just makes me want to sue it even more,,https://www.youtube.com/@jsan118,"
              @jsan118
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgyRKAWNP-oi7N5SWJt4AaABAg,"
            9个月前
          ","
     
  ",
"That felt very incomplete. I thought I missed the end and went back to check, and no, it just ends there. Oh well.",,https://www.youtube.com/@misterfung,"
              @misterfung
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugw050ksyZpMqlNlzzt4AaABAg,"
            2年前
          ","
     
  ",
"Missed the point, to some degree. First of all, the iPhone wallet lets you go out (eg for a run, listening to music) without credit/debit cards. Second, the phone wallet also has those annoying points cards you need at Starbucks, the grocery etc. As a consumer, I don’t really think about who is skimming off my transactions. I think about convenience.",,https://www.youtube.com/@PatHand-og9yd,"
              @PatHand-og9yd
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgzyeTMs8UHepq1CEbd4AaABAg&pp=0gcJCSMANpG00pGi,"
            7个月前
          ","
     
  ",
Every time I learn something about finance I regret it and I try to let it drain out of my brain.,https://yt3.ggpht.com/ytc/AIdro_nk8j3lmWeAihprHopuDsebSVYqS17zQ_18CH0ZPC-3Mig=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@calvinjluther,"
              @calvinjluther
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgwMG9QjNd4aKKD1j6d4AaABAg,"
            1年前
          ","
     
  ",
"To me, the biggest advantage of Apple Pay is the watch. Not having to pull out your card or phone when paying is very convenient.",https://yt3.ggpht.com/ytc/AIdro_mD83Jq1-d5_l16CxCAz7A9gqhHw2wuLj6OYEDF1vCpqp4=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@wolfy7531,"
              @wolfy7531
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgzU_sbJIsWuXGLYXqF4AaABAg,"
            1年前
          ","
     
  ",
I’m with you! Pocket Option is definitely one of my favorites,https://yt3.ggpht.com/ytc/AIdro_lawf9yWTQpDKE0MLo3587nhlwH_ppxDQse0Bw_-WWV25kHUsQnoRSTBnBBFdxj69wZBg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@RachaelDoren,"
              @RachaelDoren
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugzc71VKB6KDxnCE2TR4AaABAg,"
            6个月前
          ","
     
  ",
I love Apple Pay I use it every day rather than using my physical card,https://yt3.ggpht.com/NeG5YGU__y2x-KzveOVQBUCO-3L9si6TLY_Kyzz9AMhiY1EmcXV8FfAXzI3lm4sVU_s7A-MlfQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@diecastbros,"
              @diecastbros
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgwsBHTjrJqw84-m7ZR4AaABAg&pp=0gcJCSMANpG00pGi,"
            2年前
          ","
     
  ",
he kept it real said yea we should be scared ,https://yt3.ggpht.com/ytc/AIdro_k6mZeuRUyjjBkz35HhR_gLC3b6RcuP70JlpVzB7Vo=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@iceking2519,"
              @iceking2519
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgxTWTyIEyA27TQkfYd4AaABAg,"
            2年前
          ","
    1
  ",
"Given the choice I only shop places that support Apple Pay, but I still carry my physical cards for the times merchants don’t support tap to pay",,https://www.youtube.com/@ShadowArabesque,"
              @ShadowArabesque
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugzb51fpVzOvHKMtDYZ4AaABAg&pp=0gcJCSMANpG00pGi,"
            2年前
          ","
    1
  ",
"Idk why QR code is way more popular in Asia. Maybe Asian just like making sure everything is right (like the amount, recipient etc) ‘too easy payment’ worry us.",,https://www.youtube.com/@fazril7972,"
              @fazril7972
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgzqsrQhfiDcWaQcVal4AaABAg,"
            2年前
          ","
    1
  ",
its funny how apply utilizes your Hardware (NFC) that you purchase and own to make money off of you.,,https://www.youtube.com/@anmolfrost,"
              @anmolfrost
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugw-MjEnL19B5hF-apl4AaABAg,"
            1年前
          ","
    1
  ",
"While digital wallets and debit cards are nice, remember cash is always king. ",,https://www.youtube.com/@spkymessage7346,"
              @spkymessage7346
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugy7yRRYlH7twm5FseB4AaABAg,"
            5个月前
          ","
     
  ",
"I don’t really use wallet because of gas stations, vending machines, small retailers. And I like to pay different things with different cards. Wallet doesn’t prompt me which card to use of the ten I have. Some cards don’t work with it either.",,https://www.youtube.com/@darinherrick9224,"
              @darinherrick9224
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugwp6FjpB22AO2QJAKJ4AaABAg,"
            3个月前
          ","
     
  ",
Feeling like im in the stone age still using physical cash.,,https://www.youtube.com/@LINUXLINUXLINUXLINUXLINUXLINUX,"
              @LINUXLINUXLINUXLINUXLINUXLINUX
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugy3lSO6mtHBZqfs0bN4AaABAg,"
            1年前
          ","
    1
  ",
I forgot that americans haven't had tap to pay for years lol,,https://www.youtube.com/@anguscos4506,"
              @anguscos4506
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgwAc7XrHaCnzugcurd4AaABAg,"
            1年前
          ","
    1
  ",
Apple and Google should start their own banks to provide short term credit. Stay away from mortgages and the other risky lending. I hate big banks and CC processors.,,https://www.youtube.com/@herrwarmduscher5204,"
              @herrwarmduscher5204
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugx7aWMw7NDmrIzla4t4AaABAg&pp=0gcJCSMANpG00pGi,"
            2年前
          ","
    1
  ",
"Idc what anyone says, I feel more secure and safer using Apple Pay. I don’t why but I do.",,https://www.youtube.com/@Marco49511,"
              @Marco49511
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgwBrquyAnEBSrK_YSt4AaABAg,"
            2年前
          ","
    1
  ",
Apple knows how to make things seamless which is why they’ll win in this department.,,https://www.youtube.com/@86figs,"
              @86figs
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgxoHUoQk87_iRncH9J4AaABAg,"
            1年前（修改过）
          ","
     
  ",
Silicon Valley vs. Wall Street,,https://www.youtube.com/@sazhki,"
              @sazhki
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgwD-ZmRhnYde6xscyl4AaABAg,"
            2年前
          ","
    1
  ",
It is funny that US is still struggling and debating about digital payments meanwhile India has emerged as the biggest player in digital transactions.,,https://www.youtube.com/@raystein273,"
              @raystein273
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugw47SEy74RR0JqjE4V4AaABAg,"
            2年前
          ","
    1
  ",
CA$H BaBy !!!,,https://www.youtube.com/@massapower,"
              @massapower
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgzfXXQv9rKH4PIG-bp4AaABAg,"
            2年前
          ","
    1
  ",
"As someone who mostly uses Google Pay for convenience, I also carry my wallet too. Not only for my driver's license, but Google Pay doesn't seem to work with every business or card reader, especially in rural areas near me. I'm not sure if it's the business, their card reader or Google Pay being funny, but it means I always need to bring my physical card with me just in case my Google Pay declines.

I'd say it would also be the same for Apple Pay, not sure, I've never used IOS before.",,https://www.youtube.com/@S-Mania,"
              @S-Mania
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgxztC7rkDLJITu-erp4AaABAg,"
            9个月前
          ","
     
  ",
"Every time someone mentions Jaime Diamond, the more I want to ask France if we can borrow a few instruments of Revolution",,https://www.youtube.com/@chrissinger24,"
              @chrissinger24
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugx3AV3T2sX-RR6epzV4AaABAg,"
            2年前
          ","
     
  ",
I don’t shop anywhere that can’t take Apple Pay. Haven’t gone to Walmart in forever.,https://yt3.ggpht.com/ytc/AIdro_lJ1MlzRaChIceO10xVJ1ic5dHwALIShk6DEFgvX61RRQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@duaynecollins9994,"
              @duaynecollins9994
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgymKHF7FiWpjRbyfhx4AaABAg,"
            1年前
          ","
     
  ",
Canada has contactless cards and a lot of people still prefer Apple Pay and google pay,https://yt3.ggpht.com/EciKhwfbDphznXuk9bqWJALnGOzwzFDiVkEU1ah_RS9JYv0xInNq5_PkuhthyQ0YkyfWLXGyoQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@soliloquy1593,"
              @soliloquy1593
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugwots8_bAK3-Gl4jSh4AaABAg,"
            8个月前
          ","
     
  ",
I feel like contactless payment has been a thing in europe for over a decade,https://yt3.ggpht.com/ytc/AIdro_mReXHhfcJhqtPO_rhngNlTcuhLNoSwt1xtqynSXUl5Lq0=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@tobi-b,"
              @tobi-b
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgwI1gcd9u4DuDAg_g14AaABAg,"
            9个月前
          ","
     
  ",
I bet half the people saying to fight this still use their phone to purchase a morning coffee instead of making their own coffee,https://yt3.ggpht.com/MGpIIssW7cxshPUQ4jztRPpIpjqpmh8rQgf6KfZZCDy_-92RTPsbawAFo34u7Um7ags3-jQyRg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Angry84YouTube,"
              @Angry84YouTube
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugz15-Ah4S1_QYtIbnd4AaABAg,"
            1年前
          ","
     
  ",
"As someone from Europe who recently moved to the US: oh my, these big banks really need(ed) a big kick under the b.. The tech is just so completely dated, the apps and website look like they were designed 20 years ago, the service is poor-mediocre, and the costs are way too high for what you get. Not saying ""25%+gross margin Apple"" should take over, not at all, but jeez, we're in 2023, come on.",https://yt3.ggpht.com/ytc/AIdro_ndLwUzv2oWcjYG_P6TZqgDoM9RdBP8qaPyFvwvSksuPo1Qrj8xvD35KiKEwl-fBQG8tw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@usadventures8116,"
              @usadventures8116
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugxc_4R4zRaIGuGNa2h4AaABAg,"
            2年前
          ","
     
  ",
At this point I’m buying about 90% of my things with my phone.,,https://www.youtube.com/@henri-fillipbauer6579,"
              @henri-fillipbauer6579
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgwfZbx4_5at0jOp1Xp4AaABAg,"
            2年前
          ","
    1
  ",
In Australia the banks are too busy shutting down branches and moving online rather than to care about their customers.,,https://www.youtube.com/@brendonhuybregts7314,"
              @brendonhuybregts7314
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugx_t7pElZmFw7iCHz94AaABAg,"
            2年前
          ","
     
  ",
"The new payment system sound pretty cool now but when you think about it, it’s kind of going to be very scary when eventually they converge into one super app payment system where everything will be centralized and will definitely cause a lot of privacy concerns.",,https://www.youtube.com/@diotitus,"
              @diotitus
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugy-WNSwNzmcL0BFTFp4AaABAg,"
            1年前
          ","
     
  ",
"If you sick of doing the same mistakes, watch this videos carefully and you will got your weaknesses",,https://www.youtube.com/@rimmapavlova9902,"
              @rimmapavlova9902
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgzDjqebGnj8OZB4L9F4AaABAg,"
            6个月前
          ","
     
  ",
It’s been more than 10yrs since I used cash/card for coffee. Only mobile payments. I enjoy rewards,,https://www.youtube.com/@KingTechHD,"
              @KingTechHD
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgyAjqmRSQOyXvq1bWd4AaABAg,"
            2年前
          ","
     
  ",
Indians laughing in the corner with their UPI System ,,https://www.youtube.com/@tanvishah8827,"
              @tanvishah8827
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgwdxvCVmQdL0vF5yWB4AaABAg,"
            1年前
          ","
    1
  ",
We are far ahead in digital payments. America should also adopt UPI.,,https://www.youtube.com/@dhirendrakumar276,"
              @dhirendrakumar276
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgxLeYwsCEOpTgORB_N4AaABAg&pp=0gcJCSMANpG00pGi,"
            2年前
          ","
     
  ",
I do not even remember last time I actually used a physical card....,,https://www.youtube.com/@pianemova,"
              @pianemova
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgygwjOLa_Vk8v9IJ8p4AaABAg,"
            2年前
          ","
    1
  ",
"Too little, too late.",,https://www.youtube.com/@maxrobespierre9176,"
              @maxrobespierre9176
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugwa65i7-n4hzzUFp6p4AaABAg,"
            2年前
          ","
     
  ",
"When I pay $5 for a coffee without cash, I think we should fight for the coffee maker to receive exactly $5, not $4.9!!! We might need new apps, new payment-related companies, or even new banks to achieve it.",,https://www.youtube.com/@IvanKuckir,"
              @IvanKuckir
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgwNDAl7IsznvCpEkHp4AaABAg,"
            9个月前
          ","
     
  ",
It’s like apple fights with everything and everyone!,,https://www.youtube.com/@PlayerEngineer,"
              @PlayerEngineer
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgxqHy-WLPN2C4Dyr094AaABAg,"
            1年前
          ","
    1
  ",
"It's weird seeing this because here in Finland, we had NFC cards for several years before any mobile payment stuff. Then Nordea actually had their own payment app available years before Apple and Google, but it was limited to Android only thanks to Apple not allowing NFC to be used by apps. After Apple and Google got their systems here, they shut down their own app and just allowed using Apple and Google as othervice they would lose their business with people using iPhone. 

So this goes back around to notion that Apple basically needs to be stopped. What's the reason to disallow using NFC on the phone by apps other than to reduce competition? They have made iPhone such ecosystem that they are forcing everyone, including other companies and non-apple users, to bend over as well. I'm glad EU has been going harsh on Apple as it doesn't seem like US is doing anything about it.",,https://www.youtube.com/@marioysikax,"
              @marioysikax
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgzP13o5dMA4mnUO04V4AaABAg&pp=0gcJCSMANpG00pGi,"
            1年前
          ","
     
  ",
"I reach for my wallet and credit card, I’m a physical card guy and I earn rewards for using my credit card and pay no interest as it’s paid in full monthly. I’m not drawn to digital wallets and find them more annoying when hiccups arise when you’re standing in line.",,https://www.youtube.com/@shawn.credit,"
              @shawn.credit
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugwu1ABWvB7ebjSi5GZ4AaABAg,"
            3个月前
          ","
     
  ",
It’s simply safer to use Apple Pay,,https://www.youtube.com/@EnsoCruz,"
              @EnsoCruz
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgwkUXDJYFJOCt9AKxV4AaABAg,"
            2年前
          ","
     
  ",
"Your channel stands out from others because you explain the reasoning behind each strategy, helping me understand the underlying principles rather than just blindly following signals. As a beginner trader, I find your channel incredibly helpful in building a strong foundation of trading knowledge and developing effective strategies.",,https://www.youtube.com/@daniildoronin4663,"
              @daniildoronin4663
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgxcWu2wOttBXCnyh994AaABAg,"
            7个月前
          ","
     
  ",
"In India, this case is literally Up side down. Nobody keep cash or cards here! Only UPI",https://yt3.ggpht.com/jTwQZAmhbfe5t_ZdT4feb4KJ6m3XvpjWbnFVa47Y_ZviRcQ8HuY60PK6KQn6Bwp3W7G4rZVxqSw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@parttimedude5440,"
              @parttimedude5440
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugxeb7_nd5auv4RMW_x4AaABAg,"
            2年前
          ","
     
  ",1 条回复
Can't get enough of your vids!,https://yt3.ggpht.com/WAh9IeFku4uSYE5vJ3FSWYRgrjJgZqEUe9VxF4WPZ_L601ZJ893IBSj1RQfITPhZFhV-FALT9Q=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@%D0%9A%D0%BB%D0%B0%D0%B2%D0%B4%D0%B8%D0%B9%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9,"
              @КлавдийВизантийский
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugy1drG_YtEzBHGIzUR4AaABAg,"
            6个月前
          ","
     
  ",
The most convenient thing about Apple Pay is you can use your Apple Watch. I never have to get my iPhone from my pocket.,https://yt3.ggpht.com/ytc/AIdro_kktHjWBU3cfByEkKVZywb8uGblk0Zl8jJDeh7ccg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@redi08,"
              @redi08
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgxQLvTEIslgqzLskr54AaABAg,"
            2年前
          ","
     
  ",
Meanwhile India using UPI since 2016 almost completely removing the need of cash in urban India and is interoperable with every app and bank.,https://yt3.ggpht.com/ytc/AIdro_laowbR60Lv85DaL-1gkW1CI1Ge8ed3cejEr3plrfWmaFd8UJx0FOv7bqO0B0l7qqkXLg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@phabove7,"
              @phabove7
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgxPPJF96lC0BGmfTxR4AaABAg,"
            2年前
          ","
     
  ",
"Despite this video's upbeat tone, it could have been titled, ""Banks, PayPal and Apple fight for who will monopolize point-of-sale transactions"".",https://yt3.ggpht.com/ytc/AIdro_kdeLN4IpV4MG22ZJVULRP-uXoQB9pE_ArSFhcDl8akBjw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@InnerSunshine,"
              @InnerSunshine
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgzWICbmTYDMQayPGvZ4AaABAg&pp=0gcJCSMANpG00pGi,"
            2年前
          ","
     
  ",
"Apple Pay has a very simple USP. I don’t need a physical card, I don’t need a pin and I don’t need to worry that I’ll leave details behind. 

For me, Apple have full right to become a lender. Most importantly for the consumer to date they’ve made the easiest system to adopt and due to their global coverage can deploy at scale. Although, yes we should all be wary to some extent.",,https://www.youtube.com/@JackLauricourt,"
              @JackLauricourt
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgwqV9q3tclbKsSen2x4AaABAg,"
            2年前
          ","
     
  ",
Your channel is one of the best for trading information. Thanks for your valuable work!,,https://www.youtube.com/@MathewPowell-vz8xp,"
              @MathewPowell-vz8xp
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugz6Q8X2_wBTVPnTgE14AaABAg,"
            8个月前
          ","
     
  ",
"I'm strongly against such centralization because we have all seen what happens when companies become essential and eventually fail. 

Stay in your tech sector and stay out of finance",,https://www.youtube.com/@lordInquisitor,"
              @lordInquisitor
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgwpA3kof5FQTjD3dQF4AaABAg,"
            2年前
          ","
     
  ",
I make my coffee at home like a normal poor person,,https://www.youtube.com/@BeccaHetrick,"
              @BeccaHetrick
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgxhyXv1jMqbU4pjs-N4AaABAg,"
            1年前
          ","
     
  ",
"Wow, so strange that this video from years ago appears in my feed now. As if contactless is just starting off, digital wallets are ""new"", and there aren't a million digital (app-only) banks to choose from, and we don't have central bank integrated instant payments.....",,https://www.youtube.com/@ChrisWar666,"
              @ChrisWar666
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgybqtCmw1goBJLGBLB4AaABAg,"
            1年前
          ","
     
  ",
"Amazon Prime card is a Chase card. Noted 2024 December.3:16 

4:08 It is now 2024 December: What happened with Paze? Did it arrive but under a different name?
-  What happened with CurrentC?
-  why was Paze expected to succeed where CurrentC seems to be gone?
-  Why and when did Chase Pay fail?

What problem occurred with Goldman Sachs and Apple?",,https://www.youtube.com/@dplj4428,"
              @dplj4428
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugy8Q8kebs0Sb-ZPDsd4AaABAg,"
            3个月前
          ","
     
  ",
Incredible video. Thank you!,,https://www.youtube.com/@CampusMania,"
              @CampusMania
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgyoLMvPVQ4ijmu_1tV4AaABAg&pp=0gcJCSMANpG00pGi,"
            2年前
          ","
    1
  ",
Joslyn Carmen Shakur,,https://www.youtube.com/@JoslynShakur-e3p,"
              @JoslynShakur-e3p
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgxMNEciuEOUW8ZaZNh4AaABAg,"
            1年前
          ","
    1
  ",
Can we do a Q&A session on trading strategies soon?,,https://www.youtube.com/@valentinakosheleva4420,"
              @valentinakosheleva4420
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgzhGZJKPZAi5ipa3rd4AaABAg,"
            3周前
          ","
     
  ",
My apple wallet is almost useless after iPhone seemingly stop working face recognition for no reason at all.,,https://www.youtube.com/@YogeshNikitaVlog,"
              @YogeshNikitaVlog
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgzVTOhDNBlAzO08B1d4AaABAg,"
            2年前
          ","
    1
  ",
I've never been to a store in Europe that accepts card and doesn't accept Apple Pay & Google Pay,,https://www.youtube.com/@gombosandrei,"
              @gombosandrei
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgyxyEwoQ1-ayWRT2bN4AaABAg,"
            1年前
          ","
     
  ",
"SouthEast Asia's battle of the superapps is really interesting to watch, and it gives great context to look at the North American Markets have the same",,https://www.youtube.com/@Thoughtspresso,"
              @Thoughtspresso
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgyNfHM0IhVMN-8tJnR4AaABAg,"
            1年前
          ","
     
  ",
"Hard to trust something like Paze when Zelle, also owned by a conglomerate of banks, is rampant with scams and near zero support from the banks when consumers seek help.",,https://www.youtube.com/@SamuelDantowitz,"
              @SamuelDantowitz
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgxYpEJSiSSX-OtoVUV4AaABAg,"
            2年前
          ","
     
  ",
I don't see how apple pay had an advantage over google pay,,https://www.youtube.com/@tobi-b,"
              @tobi-b
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgwGHMIIGWB-lkKik8h4AaABAg,"
            9个月前
          ","
     
  ",
"I congratulate you for your channel and I thank you for what you teach, I would like to recommend that you include in your videos Spanish subtitles because we are many Latinos who follow your channel and that would help us to be more sure of what we learn thanks to you, and God bless you and may you continue to succeed day by day.",,https://www.youtube.com/@VasiliySysoev-fz8vj,"
              @VasiliySysoev-fz8vj
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgyABGcBUIUFtL1XeOh4AaABAg,"
            7个月前
          ","
     
  ",
"It is good to revitalize online digital payment systems such as Apple Pay, but I think we must also consider the impact they will have on offline banks in the future.",https://yt3.ggpht.com/ytc/AIdro_l3Bz6doyOqmxnbxC7YTPEYDkB4EqydIAMsbEUjvC3cQlxG46o=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@0329%EC%B5%9C%EC%9C%A0%EB%82%98,"
              @0329최유나
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugxe3QqA3jlAUBuZvF94AaABAg,"
            1年前
          ","
     
  ",
Imagine thinking you are going to compete with Apple on software ,https://yt3.ggpht.com/ytc/AIdro_kPBy-4-k2sDDaR1t1Y3DwbAPwbJ9t2POu-cdOebcOxzQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@piemasta93,"
              @piemasta93
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugy9oYHIkFWVUlKbEu94AaABAg,"
            2年前
          ","
    1
  ",
I will still use my Apple Pay regardless of what the banks says ,https://yt3.ggpht.com/UmVV29grbv-Ozo4ak574J6KHBDt-9V_99ISvSQwz2gJxOZJB0AX7PR9OLokonvueK0O8darZHOw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@mitchellquartero,"
              @mitchellquartero
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugwx2gT3RUn1zWYWXdV4AaABAg,"
            2年前
          ","
    1
  ",
Digital wallets are much better than contactless cards due to the huge security enchancements that come from tokenization.,https://yt3.ggpht.com/zWUeXHtHmpNg6Sr5srcYxNhYafJ7vTrGD9LojXKmJlFcvOWKTCHaZLGTKnLH5VZngF1mTp37bg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@EvolvedBonobo,"
              @EvolvedBonobo
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgzvQuiVcN__b55dR0R4AaABAg&pp=0gcJCSMANpG00pGi,"
            8个月前
          ","
     
  ",
More convinient and safer than swiping your credit card,,https://www.youtube.com/@Darr1071,"
              @Darr1071
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgwXL9UvfG9vfwsF4wh4AaABAg,"
            2年前（修改过）
          ","
     
  ",
Are those bank fees the reason Samsung quietly removed the Samsung pay feature that let their phones tap on any card reader with a magnetic strip (even terminals without tap to pay)?,,https://www.youtube.com/@BenDiaz,"
              @BenDiaz
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugxb802CIibMWsdnnoV4AaABAg,"
            1年前
          ","
     
  ",
